date,timestamp,adjclose,low,open,volume,close,high
1/13/2018,1/13/2018 0:00,1396.420044,1270.469971,1270.469971,5746760192,1396.420044,1432.880005
1/14/2018,1/14/2018 0:00,1366.77002,1286.209961,1397.47998,4841630208,1366.77002,1400.560059
1/15/2018,1/15/2018 0:00,1291.920044,1290.599976,1365.209961,4781100032,1291.920044,1390.589966
1/16/2018,1/16/2018 0:00,1053.689941,875.5449829,1292.630005,8405139968,1053.689941,1292.630005
1/17/2018,1/17/2018 0:00,1014.25,780.9219971,1061.339966,8545160192,1014.25,1090.22998
1/18/2018,1/18/2018 0:00,1036.280029,967.7589722,1016.440002,5938319872,1036.280029,1100.310059
1/19/2018,1/19/2018 0:00,1039.099976,1003.710022,1028.819946,4084450048,1039.099976,1093.219971
1/20/2018,1/20/2018 0:00,1155.150024,1044.949951,1044.949951,3975190016,1155.150024,1167.109985
1/21/2018,1/21/2018 0:00,1049.579956,1021.5,1155.680054,3378089984,1049.579956,1155.680054
1/22/2018,1/22/2018 0:00,1003.26001,930.7410278,1055.349976,3810099968,1003.26001,1089.099976
1/23/2018,1/23/2018 0:00,986.2290039,920.539978,1004.169983,3556699904,986.2290039,1023.22998
1/24/2018,1/24/2018 0:00,1058.780029,965.8079834,987.4769897,3944039936,1058.780029,1062.439941
1/25/2018,1/25/2018 0:00,1056.030029,1034.73999,1063.219971,4050190080,1056.030029,1104.660034
1/26/2018,1/26/2018 0:00,1055.170044,996.7839966,1052.699951,3617690112,1055.170044,1080.599976
1/27/2018,1/27/2018 0:00,1107.069946,1042.119995,1055.75,3002870016,1107.069946,1121.97998
1/28/2018,1/28/2018 0:00,1246.01001,1111.780029,1111.780029,5372329984,1246.01001,1257.77002
1/29/2018,1/29/2018 0:00,1182.359985,1169.079956,1246.699951,3715079936,1182.359985,1256.699951
1/30/2018,1/30/2018 0:00,1071.130005,1058.969971,1184.130005,4107859968,1071.130005,1184.630005
1/31/2018,1/31/2018 0:00,1118.310059,1034.5,1071.089966,3757560064,1118.310059,1128.660034
2/1/2018,2/1/2018 0:00,1036.790039,984.8189697,1119.369995,5261680128,1036.790039,1161.349976
2/2/2018,2/2/2018 0:00,915.7849731,757.9799805,1035.77002,6713290240,915.7849731,1035.77002
2/3/2018,2/3/2018 0:00,964.0189819,847.6900024,919.2109985,3243480064,964.0189819,991.9429932
2/4/2018,2/4/2018 0:00,834.6820068,805.0640259,964.6669922,2997090048,834.6820068,969.0319824
2/5/2018,2/5/2018 0:00,697.9509888,644.598999,834.9580078,4269530112,697.9509888,856.6459961
2/6/2018,2/6/2018 0:00,793.1220093,574.4190063,707.7369995,6518269952,793.1220093,796.4390259
2/7/2018,2/7/2018 0:00,757.0679932,723.4329834,790.4279785,3896179968,757.0679932,851.2000122
2/8/2018,2/8/2018 0:00,817.8070068,755.8430176,755.8430176,3708189952,817.8070068,845.0859985
2/9/2018,2/9/2018 0:00,883.8649902,788.8339844,818.4799805,2495820032,883.8649902,884.0040283
2/10/2018,2/10/2018 0:00,860.414978,825.5770264,882.46698,2930530048,860.414978,917.4000244
2/11/2018,2/11/2018 0:00,814.6599731,788.2219849,859.2880249,2486650112,814.6599731,859.2880249
2/12/2018,2/12/2018 0:00,868.7069702,817.5079956,817.5079956,2243450112,868.7069702,875.9370117
2/13/2018,2/13/2018 0:00,845.2579956,828.8369751,869.2930298,2081170048,845.2579956,870.7089844
2/14/2018,2/14/2018 0:00,923.5609741,844.2789917,844.2789917,2818370048,923.5609741,926.4290161
2/15/2018,2/15/2018 0:00,936.9760132,911.1110229,923.7280273,2900100096,936.9760132,951.947998
2/16/2018,2/16/2018 0:00,944.210022,917.8480225,934.7860107,2369449984,944.210022,950.0050049
2/17/2018,2/17/2018 0:00,974.1149902,940.7540283,944.7479858,2525720064,974.1149902,976.5949707
2/18/2018,2/18/2018 0:00,923.9210205,915.4450073,973.348999,2567290112,923.9210205,982.9329834
2/19/2018,2/19/2018 0:00,943.8649902,921.5540161,921.6680298,2169019904,943.8649902,957.7769775
2/20/2018,2/20/2018 0:00,895.3709717,892.9539795,943.5670166,2545260032,895.3709717,965.2650146
2/21/2018,2/21/2018 0:00,849.9710083,830.5629883,894.1350098,2531729920,849.9710083,912.375
2/22/2018,2/22/2018 0:00,812.8449707,802.6680298,849.2620239,2150370048,812.8449707,875.9260254
2/23/2018,2/23/2018 0:00,864.1890259,794.7910156,811.585022,2334820096,864.1890259,886.3179932
2/24/2018,2/24/2018 0:00,840.5150146,818.5499878,861.5930176,1926579968,840.5150146,879.5310059
2/25/2018,2/25/2018 0:00,844.8099976,822.3809814,839.4589844,1646960000,844.8099976,853.1459961
2/26/2018,2/26/2018 0:00,869.3150024,842.3189697,845.2780151,2044480000,869.3150024,880.3920288
2/27/2018,2/27/2018 0:00,878.2650146,867.0969849,870.3649902,2053980032,878.2650146,896.2589722
2/28/2018,2/28/2018 0:00,855.1989746,855.1240234,877.934021,1963980032,855.1989746,890.1079712
3/1/2018,3/1/2018 0:00,872.2000122,851.9199829,856.0120239,1868519936,872.2000122,880.302002
3/2/2018,3/2/2018 0:00,856.8530273,852.4219971,871.7639771,1894419968,856.8530273,876.3779907
3/3/2018,3/3/2018 0:00,857.2249756,855.2069702,856.7109985,1699369984,857.2249756,868.4539795
3/4/2018,3/4/2018 0:00,866.6779785,840.2800293,856.1859741,1697939968,866.6779785,867.9500122
3/5/2018,3/5/2018 0:00,853.684021,853.5200195,866.8460083,1898489984,853.684021,869.9199829
3/6/2018,3/6/2018 0:00,816.9509888,809.9310303,853.8170166,1943069952,816.9509888,853.8170166
3/7/2018,3/7/2018 0:00,752.8309937,726.5469971,816.2709961,2175419904,752.8309937,825.6069946
3/8/2018,3/8/2018 0:00,704.5960083,696.1690063,752.5700073,1891640064,704.5960083,773.7670288
3/9/2018,3/9/2018 0:00,728.9160156,648.1069946,702.1970215,2233019904,728.9160156,729.1560059
3/10/2018,3/10/2018 0:00,686.8900146,682.6950073,730.1599731,1532960000,686.8900146,748.0310059
3/11/2018,3/11/2018 0:00,723.3389893,668.1229858,685.3120117,1562680064,723.3389893,735.8309937
3/12/2018,3/12/2018 0:00,699.8309937,683.2680054,724.4060059,1764999936,699.8309937,742.5139771
3/13/2018,3/13/2018 0:00,690.8270264,682.3499756,698.1530151,1425959936,690.8270264,713.7349854
3/14/2018,3/14/2018 0:00,614.2910156,594.0999756,691.2189941,1810560000,614.2910156,702.7839966
3/15/2018,3/15/2018 0:00,611.3040161,579.5050049,614.8389893,1770460032,611.3040161,620.6160278
3/16/2018,3/16/2018 0:00,601.6660156,587.8619995,611.7780151,1417350016,601.6660156,623.1680298
3/17/2018,3/17/2018 0:00,552.7789917,549.0960083,601.6779785,1267810048,552.7789917,609.151001
3/18/2018,3/18/2018 0:00,538.6439819,460.0880127,551.6400146,2685499904,538.6439819,551.6400146
3/19/2018,3/19/2018 0:00,556.7260132,519.1229858,546.6259766,2046790016,556.7260132,558.0999756
3/20/2018,3/20/2018 0:00,557.1749878,521.2039795,556.7219849,1833680000,557.1749878,567.0900269
3/21/2018,3/21/2018 0:00,561.7319946,550.5720215,559.0999756,1781270016,561.7319946,589.6069946
3/22/2018,3/22/2018 0:00,539.7020264,523.0889893,562.1030273,1523459968,539.7020264,577.565979
3/23/2018,3/23/2018 0:00,539.6190186,512.1270142,539.8640137,1596349952,539.6190186,540.4869995
3/24/2018,3/24/2018 0:00,526.4390259,526.0800171,542.5720215,1300009984,526.4390259,545.382019
3/25/2018,3/25/2018 0:00,524.2869873,515.6589966,522.7030029,1151170048,524.2869873,535.8209839
3/26/2018,3/26/2018 0:00,489.9509888,470.4400024,524.2869873,1638880000,489.9509888,526.3790283
3/27/2018,3/27/2018 0:00,450.1159973,449.9710083,489.5899963,1617939968,450.1159973,491.4590149
3/28/2018,3/28/2018 0:00,446.2789917,444.8609924,450.2909851,1514179968,446.2789917,466.2109985
3/29/2018,3/29/2018 0:00,385.9679871,385.8129883,448.0750122,1970230016,385.9679871,450.8129883
3/30/2018,3/30/2018 0:00,394.644989,368.6329956,385.9049988,1878130048,394.644989,409.9289856
3/31/2018,3/31/2018 0:00,396.4570007,392.9530029,395.0039978,1323920000,396.4570007,418.4679871
4/1/2018,4/1/2018 0:00,379.6069946,363.8049927,397.2539978,1256930048,379.6069946,400.5280151
4/2/2018,4/2/2018 0:00,386.4249878,377.5929871,379.6990051,1102259968,386.4249878,395.17099
4/3/2018,4/3/2018 0:00,416.8930054,383.5320129,387.3120117,1363399936,416.8930054,418.9679871
4/4/2018,4/4/2018 0:00,380.5429993,375.3099976,416.4849854,1287730048,380.5429993,417.4719849
4/5/2018,4/5/2018 0:00,383.2319946,369.8160095,379.946991,1210680064,383.2319946,387.7160034
4/6/2018,4/6/2018 0:00,370.2850037,366.9110107,382.7309875,967105984,370.2850037,385.1950073
4/7/2018,4/7/2018 0:00,385.3139954,369.9360046,370.3800049,951475008,385.3139954,393.0589905
4/8/2018,4/8/2018 0:00,400.5079956,385.6019897,385.7430115,948488000,400.5079956,402.5899963
4/9/2018,4/9/2018 0:00,398.526001,390.6099854,400.8569946,1478390016,398.526001,429.2510071
4/10/2018,4/10/2018 0:00,414.2430115,393.8789978,399.4110107,1196000000,414.2430115,415.8880005
4/11/2018,4/11/2018 0:00,430.5400085,412.4710083,415.0239868,1439040000,430.5400085,430.5400085
4/12/2018,4/12/2018 0:00,492.9410095,417.4129944,430.1610107,2519360000,492.9410095,493.0580139
4/13/2018,4/13/2018 0:00,492.7349854,482.6589966,493.1600037,2419249920,492.7349854,526.4699707
4/14/2018,4/14/2018 0:00,501.4779968,488.2789917,492.5799866,1519079936,501.4779968,512.0239868
4/15/2018,4/15/2018 0:00,531.7020264,502.8800049,502.8800049,1726089984,531.7020264,531.7020264
4/16/2018,4/16/2018 0:00,511.1470032,500.25,532.0739746,1758979968,511.1470032,534.1970215
4/17/2018,4/17/2018 0:00,502.8940125,502.5639954,511.144989,1760359936,502.8940125,518.0310059
4/18/2018,4/18/2018 0:00,524.7890015,503.0450134,503.3089905,1762940032,524.7890015,525.09198
4/19/2018,4/19/2018 0:00,567.8889771,523.2620239,524.0380249,2256869888,567.8889771,567.8889771
4/20/2018,4/20/2018 0:00,615.7180176,560.28302,567.9890137,2849469952,615.7180176,618.7150269
4/21/2018,4/21/2018 0:00,605.3950195,578.5499878,616.0040283,2612460032,605.3950195,621.8880005
4/22/2018,4/22/2018 0:00,621.8599854,593.8690186,606.1190186,2426269952,621.8599854,640.7670288
4/23/2018,4/23/2018 0:00,642.5479736,621.0349731,621.1989746,2386830080,642.5479736,646.7000122
4/24/2018,4/24/2018 0:00,708.15802,643.3980103,643.3980103,3581860096,708.15802,708.875
4/25/2018,4/25/2018 0:00,615.4160156,600.2119751,707.0620117,4216140032,615.4160156,707.0620117
4/26/2018,4/26/2018 0:00,662.809021,604.007019,618.0789795,2984009984,662.809021,663.1810303
4/27/2018,4/27/2018 0:00,647.0319824,647.0319824,662.1090088,2598129920,647.0319824,684.867981
4/28/2018,4/28/2018 0:00,683.6779785,644.6459961,644.6459961,2496659968,683.6779785,691.4420166
4/29/2018,4/29/2018 0:00,688.8809814,670.5130005,683.9119873,2740559872,688.8809814,697.7559814
4/30/2018,4/30/2018 0:00,669.9240112,666.1170044,689.7609863,2853100032,669.9240112,694.4390259
5/1/2018,5/1/2018 0:00,673.6129761,637.539978,670.4630127,2678960128,673.6129761,674.4030151
5/2/2018,5/2/2018 0:00,687.1489868,667.4199829,674.0750122,2822269952,687.1489868,688.84198
5/3/2018,5/3/2018 0:00,779.5430298,686.5910034,686.5910034,4210939904,779.5430298,784.3410034
5/4/2018,5/4/2018 0:00,785.6240234,762.632019,776.7750244,3533410048,785.6240234,803.7459717
5/5/2018,5/5/2018 0:00,816.1199951,784.2369995,784.5830078,3035040000,816.1199951,827.4550171
5/6/2018,5/6/2018 0:00,792.3109741,764.8829956,816.0880127,3105570048,792.3109741,835.0570068
5/7/2018,5/7/2018 0:00,753.7249756,710.1779785,793.3389893,4316120064,753.7249756,795.7579956
5/8/2018,5/8/2018 0:00,752.8569946,728.1290283,755.0089722,2920489984,752.8569946,774.2490234
5/9/2018,5/9/2018 0:00,752.2750244,718.4719849,752.9019775,2877870080,752.2750244,759.5289917
5/10/2018,5/10/2018 0:00,727.2769775,726.6640015,752.5789795,2748950016,727.2769775,766.7479858
5/11/2018,5/11/2018 0:00,679.5859985,669.8250122,727.0130005,3290080000,679.5859985,736.9769897
5/12/2018,5/12/2018 0:00,686.0479736,644.065979,679.8770142,2668480000,686.0479736,691.4110107
5/13/2018,5/13/2018 0:00,733.4959717,675.3189697,687.1749878,2362500096,733.4959717,741.3120117
5/14/2018,5/14/2018 0:00,730.5490112,695.7919922,732.7329712,3005110016,730.5490112,742.1699829
5/15/2018,5/15/2018 0:00,708.8709717,700.9949951,731.1430054,2523069952,708.8709717,739.052002
5/16/2018,5/16/2018 0:00,707.0499878,682.5410156,708.0869751,2476130048,707.0499878,710.2000122
5/17/2018,5/17/2018 0:00,672.6569824,668.8339844,708.7180176,2350619904,672.6569824,718.8330078
5/18/2018,5/18/2018 0:00,694.3670044,663.809021,672.1019897,2305740032,694.3670044,695.0310059
5/19/2018,5/19/2018 0:00,696.5300293,686.7910156,695.0720215,2021549952,696.5300293,715.5780029
5/20/2018,5/20/2018 0:00,715.3690186,692.6690063,697.9229736,2156910080,715.3690186,723.7529907
5/21/2018,5/21/2018 0:00,699.2219849,692.4940186,717.1929932,2005170048,699.2219849,719.2780151
5/22/2018,5/22/2018 0:00,647.7410278,644.026001,700.1779785,2230469888,647.7410278,700.9760132
5/23/2018,5/23/2018 0:00,583.585022,572.9520264,646.6699829,2995429888,583.585022,651.6359863
5/24/2018,5/24/2018 0:00,601.7550049,557.2059937,584.5360107,2791099904,601.7550049,610.8179932
5/25/2018,5/25/2018 0:00,586.7340088,575.6240234,602.1400146,2110919936,586.7340088,617.1859741
5/26/2018,5/26/2018 0:00,587.2800293,583.5120239,587.4260254,1694300032,587.2800293,606.1749878
5/27/2018,5/27/2018 0:00,572.6680298,562.8660278,588.5200195,1788790016,572.6680298,590.3280029
5/28/2018,5/28/2018 0:00,516.0360107,512.552002,573.0449829,2356900096,516.0360107,576.0490112
5/29/2018,5/29/2018 0:00,565.3880005,516.1480103,516.1480103,2330820096,565.3880005,572.2639771
5/30/2018,5/30/2018 0:00,559.5900269,545.4310303,566.8300171,2053970048,559.5900269,583.1359863
5/31/2018,5/31/2018 0:00,577.6450195,557.065979,558.4970093,1985040000,577.6450195,585.5380249
6/1/2018,6/1/2018 0:00,580.0430298,567.664978,578.6719971,1945890048,580.0430298,589.0930176
6/2/2018,6/2/2018 0:00,591.8079834,577.3220215,580.4290161,1880390016,591.8079834,597.0770264
6/3/2018,6/3/2018 0:00,618.3289795,591.2589722,591.2589722,1832550016,618.3289795,624.5130005
6/4/2018,6/4/2018 0:00,592.9849854,583.7470093,619.4370117,1903430016,592.9849854,623.4290161
6/5/2018,6/5/2018 0:00,609.3029785,580.9819946,593.4060059,1844269952,609.3029785,611.3300171
6/6/2018,6/6/2018 0:00,607.1240234,596.3959961,610.2620239,1756530048,607.1240234,611.6430054
6/7/2018,6/7/2018 0:00,605.1870117,601.6929932,607.6870117,1880140032,605.1870117,616.1439819
6/8/2018,6/8/2018 0:00,601.0770264,595.5930176,605.4429932,1637779968,601.0770264,608.8109741
6/9/2018,6/9/2018 0:00,597.5620117,597.5620117,600.9050293,1519309952,597.5620117,608.5830078
6/10/2018,6/10/2018 0:00,526.4790039,511.8890076,594.3449707,2234880000,526.4790039,594.3449707
6/11/2018,6/11/2018 0:00,533.2839966,515.2689819,524.8569946,1982119936,533.2839966,536.8579712
6/12/2018,6/12/2018 0:00,496.8429871,491.2349854,532.710022,1932760064,496.8429871,538.9550171
6/13/2018,6/13/2018 0:00,477.493988,459.0039978,498.0180054,2080130048,477.493988,501.9049988
6/14/2018,6/14/2018 0:00,519.7420044,467.4660034,478.381012,2458650112,519.7420044,523.5449829
6/15/2018,6/15/2018 0:00,491.0039978,487.4689941,520.4799805,1808269952,491.0039978,521.3049927
6/16/2018,6/16/2018 0:00,499.6419983,488.8510132,490.4140015,1314109952,499.6419983,503.2229919
6/17/2018,6/17/2018 0:00,500.447998,498.6480103,499.4599915,1264870016,500.447998,507.6409912
6/18/2018,6/18/2018 0:00,518.8909912,494.0660095,499.3829956,1513869952,518.8909912,521.7960205
6/19/2018,6/19/2018 0:00,537.9569702,516.3120117,519.0230103,1726569984,537.9569702,542.3530273
6/20/2018,6/20/2018 0:00,536.2680054,519.3690186,538.5059814,1596290048,536.2680054,541.0150146
6/21/2018,6/21/2018 0:00,527.3670044,524.2589722,536.4470215,1462070016,527.3670044,543.71698
6/22/2018,6/22/2018 0:00,465.8169861,456.8770142,527.1939697,2226030080,465.8169861,527.1939697
6/23/2018,6/23/2018 0:00,474.519989,462.3930054,466.2739868,1651379968,474.519989,479.1289978
6/24/2018,6/24/2018 0:00,457.6719971,426.4689941,474.7680054,2490579968,457.6719971,475.3590088
6/25/2018,6/25/2018 0:00,460.3099976,448.8959961,455.9360046,4007950080,460.3099976,470.3439941
6/26/2018,6/26/2018 0:00,432.7720032,432.7720032,460.7330017,1356560000,432.7720032,461.2130127
6/27/2018,6/27/2018 0:00,442.3649902,424.8389893,432.243988,1368940032,442.3649902,444.2430115
6/28/2018,6/28/2018 0:00,422.3649902,419.6830139,442.2900085,1360790016,422.3649902,443.6180115
6/29/2018,6/29/2018 0:00,436.0090027,407.946991,422.5870056,1564499968,436.0090027,441.7929993
6/30/2018,6/30/2018 0:00,455.1799927,436.2090149,436.2090149,1475939968,455.1799927,458.7969971
7/1/2018,7/1/2018 0:00,453.9179993,446.3850098,455.2420044,1511730048,453.9179993,457.1390076
7/2/2018,7/2/2018 0:00,475.3469849,447.1109924,453.8240051,1625789952,475.3469849,479.1300049
7/3/2018,7/3/2018 0:00,464.1950073,462.5820007,475.3859863,1683939968,464.1950073,483.8540039
7/4/2018,7/4/2018 0:00,467.3179932,455.1849976,464.151001,1549769984,467.3179932,481.4360046
7/5/2018,7/5/2018 0:00,474.4119873,464.6289978,467.2869873,1828610048,474.4119873,483.2250061
7/6/2018,7/6/2018 0:00,474.0119934,457.6149902,474.3569946,1627609984,474.0119934,479.6520081
7/7/2018,7/7/2018 0:00,491.6600037,466.8359985,474.0570068,1358360064,491.6600037,491.6600037
7/8/2018,7/8/2018 0:00,489.118988,488.4169922,492.0679932,1344560000,489.118988,503.1990051
7/9/2018,7/9/2018 0:00,476.6820068,475.1749878,488.8779907,1533799936,476.6820068,490.8519897
7/10/2018,7/10/2018 0:00,434.4240112,433.9599915,476.1619873,1789069952,434.4240112,478.3179932
7/11/2018,7/11/2018 0:00,446.5180054,429.5069885,434.5150146,1422470016,446.5180054,447.3160095
7/12/2018,7/12/2018 0:00,430.0740051,422.8099976,446.5020142,1495440000,430.0740051,446.5020142
7/13/2018,7/13/2018 0:00,434.0270081,430.7409973,430.7409973,1489670016,434.0270081,442.3630066
7/14/2018,7/14/2018 0:00,436.0859985,431.473999,434.5109863,1235820032,436.0859985,439.4339905
7/15/2018,7/15/2018 0:00,449.8500061,433.92099,435.8829956,1350160000,449.8500061,454.0010071
7/16/2018,7/16/2018 0:00,480.6579895,446.7980042,450.4249878,1858680064,480.6579895,480.6579895
7/17/2018,7/17/2018 0:00,501.0020142,468.9150085,480.0769958,2288100096,501.0020142,508.7799988
7/18/2018,7/18/2018 0:00,480.5130005,474.3590088,500.8380127,2371559936,480.5130005,513.4329834
7/19/2018,7/19/2018 0:00,469.618988,465.1419983,480.6279907,2068739968,469.618988,483.2399902
7/20/2018,7/20/2018 0:00,450.697998,443.6929932,469.3070068,1821350016,450.697998,469.3070068
7/21/2018,7/21/2018 0:00,462.4360046,445.776001,450.6789856,1504310016,462.4360046,468.0830078
7/22/2018,7/22/2018 0:00,459.6570129,458.118988,462.4379883,1338589952,459.6570129,470.8980103
7/23/2018,7/23/2018 0:00,450.8529968,449.7279968,459.4389954,1596999936,450.8529968,469.7659912
7/24/2018,7/24/2018 0:00,479.3729858,450.5650024,451.1359863,2287520000,479.3729858,481.1419983
7/25/2018,7/25/2018 0:00,472.4930115,466.473999,479.9060059,1930780032,472.4930115,482.8680115
7/26/2018,7/26/2018 0:00,464.0369873,461.4240112,472.3309937,1621560064,464.0369873,483.6960144
7/27/2018,7/27/2018 0:00,469.6659851,458.2909851,464.0090027,1734259968,469.6659851,473.2219849
7/28/2018,7/28/2018 0:00,466.8980103,462.9890137,469.678009,1531890048,466.8980103,471.5939941
7/29/2018,7/29/2018 0:00,466.6650085,462.7120056,466.9150085,1631910016,466.6650085,470.3559875
7/30/2018,7/30/2018 0:00,457.0809937,448.6409912,466.8269958,2141590000,457.0809937,467.9519958
7/31/2018,7/31/2018 0:00,433.8670044,430.4440002,457.2449951,1820680000,433.8670044,457.2449951
8/1/2018,8/1/2018 0:00,420.7470093,410.4639893,433.868988,1888060000,420.7470093,435.4570007
